movie_name,year,imdb_rating,genres,director,cast
Invisible River of Tomorrow,1999,7.2,"Action, Adventure",Edgar Wright,"Brad Pitt, Sandra Bullock, Emma Stone"
Broken Signal Beyond,1994,8.3,"Romance, Thriller",Quentin Tarantino,"Jessica Chastain, Emma Stone, Gal Gadot"
Storm Witness of Tomorrow,2016,5.1,"Drama, Mystery",Chloe Zhao,"Florence Pugh, Leonardo DiCaprio, Jessica Chastain"
Blue Sky Zero,2009,8.4,"Action, Horror, Sci-Fi",Denis Villeneuve,"Florence Pugh, Gal Gadot, Samuel L. Jackson"
Shadow Phoenix of Fire,2009,7.1,"Adventure, Horror, Romance",Rian Johnson,"Florence Pugh, Gal Gadot, Timothee Chalamet"
Forgotten Kingdom,2010,8.4,"Horror, Romance",Patty Jenkins,"Oscar Isaac, Gal Gadot, Christian Bale"
Silver Season,1993,6.5,"Drama, Romance",Christopher Nolan,"Jessica Chastain, Keanu Reeves, Michael B. Jordan"
Crimson Chronicle Unbound,2007,7.6,Sci-Fi,David Fincher,"Chris Hemsworth, Michael B. Jordan, Johnny Depp"
Dark Promise,2019,7.3,"Action, Horror",Rian Johnson,"Samuel L. Jackson, Ryan Gosling, Timothee Chalamet"
Electric Machine in Exile,1986,8.6,"Fantasy, Romance",Patty Jenkins,"Anne Hathaway, Timothee Chalamet, Scarlett Johansson"
Crimson Truth of Shadows,2006,7.8,"Crime, Romance",Guy Ritchie,"Ryan Gosling, Natalie Portman, Benedict Cumberbatch"
Dark Night,2004,7.6,"Adventure, Comedy, Romance",Ava DuVernay,"Samuel L. Jackson, Timothee Chalamet, Scarlett Johansson"
Iron Legacy,2018,7.2,"Comedy, Drama, Fantasy",Martin Scorsese,"Michael B. Jordan, Sandra Bullock, Johnny Depp"
Shattered Chronicle,2005,8.0,"Fantasy, Thriller",Peter Jackson,"Oscar Isaac, Zendaya, Margot Robbie"
Forgotten Signal,2025,9.1,"Horror, Romance",James Cameron,"Gal Gadot, Sandra Bullock, Amy Adams"
Iron Night,2012,6.1,Mystery,James Cameron,"Christian Bale, Margot Robbie, Tom Hanks"
Shattered Chronicle Zero,1989,8.0,"Crime, Fantasy",Greta Gerwig,"Michael B. Jordan, Morgan Freeman, Robert Downey Jr."
Midnight Voyage Awakens,1986,9.0,"Crime, Horror",Wes Anderson,"Florence Pugh, Ryan Gosling, Michael B. Jordan"
Frozen Kingdom,2001,9.2,"Mystery, Sci-Fi",Denis Villeneuve,"Michael B. Jordan, Samuel L. Jackson, Brad Pitt"
Storm Dream Returns,2005,6.7,"Adventure, Fantasy",Guy Ritchie,"Gal Gadot, Keanu Reeves, Emma Stone"
Fallen Hunter at Dawn,1992,8.5,"Adventure, Horror",David Fincher,"Oscar Isaac, Scarlett Johansson, Jessica Chastain"
Lonely Destiny,2000,6.8,"Adventure, Animation, Comedy",Denis Villeneuve,"Natalie Portman, Robert Downey Jr., Margot Robbie"
Restless Code,2008,6.1,Drama,Chloe Zhao,"Ryan Gosling, Benedict Cumberbatch, Gal Gadot"
Iron Game Beyond,2004,7.9,Sci-Fi,Damien Chazelle,"Brad Pitt, Sandra Bullock, Amy Adams"
Last Hunter Forever,2025,6.7,"Adventure, Sci-Fi",Chloe Zhao,"Samuel L. Jackson, Chris Hemsworth, Margot Robbie"
Final Mirror Zero,2000,8.6,"Animation, Comedy",Taika Waititi,"Michael B. Jordan, Anne Hathaway, Keanu Reeves"
Electric Journey Zero,2016,8.6,"Drama, Fantasy, Thriller",Ava DuVernay,"Ryan Gosling, Keanu Reeves, Viola Davis"
Shadow Mirror,2007,5.2,"Drama, Mystery, Romance",Taika Waititi,"Jake Gyllenhaal, Leonardo DiCaprio, Jessica Chastain"
Burning Island,1993,7.5,Fantasy,James Cameron,"Michael B. Jordan, Johnny Depp, Anne Hathaway"
Lost Kingdom of Shadows,1993,8.0,"Drama, Horror, Sci-Fi",Edgar Wright,"Tom Hanks, Robert Downey Jr., Morgan Freeman"
Ancient Odyssey Beyond,1996,7.8,"Comedy, Fantasy, Romance",Christopher Nolan,"Leonardo DiCaprio, Viola Davis, Florence Pugh"
Eternal Storm,1997,7.6,"Animation, Thriller",Steven Spielberg,"Jennifer Lawrence, Oscar Isaac, Ryan Gosling"
Rising Storm,1995,9.0,Action,Ava DuVernay,"Zendaya, Ryan Gosling, Jessica Chastain"
Invisible Phoenix Awakens,1997,5.9,"Crime, Horror",Patty Jenkins,"Tom Hanks, Ryan Gosling, Samuel L. Jackson"
Secret Odyssey,1997,7.7,"Animation, Fantasy, Thriller",Christopher Nolan,"Johnny Depp, Robert Downey Jr., Chris Hemsworth"
Midnight Echo,2014,9.3,Action,Wes Anderson,"Tom Hanks, Samuel L. Jackson, Anne Hathaway"
Final Truth,2012,6.0,"Adventure, Thriller",Chloe Zhao,"Brad Pitt, Anne Hathaway, Viola Davis"
Scarlet Awakening,2023,6.3,Action,Peter Jackson,"Zendaya, Oscar Isaac, Jennifer Lawrence"
Final Echo at Dawn,1987,8.9,"Animation, Crime",Kathryn Bigelow,"Benedict Cumberbatch, Viola Davis, Anne Hathaway"
Fallen Storm Unbound,1994,9.3,"Adventure, Drama",Steven Spielberg,"Tom Hanks, Benedict Cumberbatch, Samuel L. Jackson"
Iron Echo,2003,5.7,"Crime, Romance",Kathryn Bigelow,"Anne Hathaway, Ryan Gosling, Keanu Reeves"
Storm Game,2025,7.1,"Action, Animation, Comedy",Steven Spielberg,"Chris Hemsworth, Morgan Freeman, Brad Pitt"
Shadow Witness Rise,2016,7.0,Horror,Guy Ritchie,"Jake Gyllenhaal, Florence Pugh, Benedict Cumberbatch"
Lost Game Awakens,2003,7.6,"Animation, Mystery",Peter Jackson,"Timothee Chalamet, Keanu Reeves, Gal Gadot"
Restless Empire,2021,5.4,"Adventure, Fantasy",David Fincher,"Jessica Chastain, Benedict Cumberbatch, Gal Gadot"
Lonely Dream Returns,2010,7.0,"Adventure, Romance",Sofia Coppola,"Tom Hanks, Leonardo DiCaprio, Emma Stone"
Radiant Witness,2002,6.4,Drama,Steven Spielberg,"Michael B. Jordan, Oscar Isaac, Margot Robbie"
Royal Heart,2003,6.8,"Action, Adventure",Chloe Zhao,"Oscar Isaac, Jennifer Lawrence, Emma Stone"
Burning Hunter,2010,6.8,Action,James Cameron,"Morgan Freeman, Jennifer Lawrence, Jessica Chastain"
Rising Sky Unbound,2004,5.9,"Drama, Sci-Fi",Quentin Tarantino,"Sandra Bullock, Christian Bale, Zendaya"
Red Labyrinth,2021,6.9,"Adventure, Drama, Fantasy",Damien Chazelle,"Morgan Freeman, Ryan Gosling, Michael B. Jordan"
Hidden Pulse of the Stars,1999,6.3,"Horror, Mystery",Jordan Peele,"Michael B. Jordan, Zendaya, Emma Stone"
Blue Storm,2015,6.1,"Animation, Thriller",Rian Johnson,"Keanu Reeves, Johnny Depp, Sandra Bullock"
Blue Odyssey,2020,6.8,Action,Kathryn Bigelow,"Scarlett Johansson, Zendaya, Ryan Gosling"
Invisible Orbit,2007,8.3,"Adventure, Romance",Guillermo del Toro,"Zendaya, Leonardo DiCaprio, Scarlett Johansson"
Invisible Signal,2010,6.4,Adventure,Bong Joon-ho,"Keanu Reeves, Jake Gyllenhaal, Johnny Depp"
Invisible Island,2001,6.1,"Animation, Comedy",Denis Villeneuve,"Emma Stone, Amy Adams, Oscar Isaac"
Crimson Chronicle,1985,6.8,"Action, Adventure, Animation",Jordan Peele,"Benedict Cumberbatch, Margot Robbie, Jake Gyllenhaal"
Wicked Phoenix in Exile,2008,8.6,"Adventure, Animation, Crime",Ridley Scott,"Leonardo DiCaprio, Natalie Portman, Scarlett Johansson"
Frozen Dream Reborn,2000,5.7,"Comedy, Mystery, Sci-Fi",Martin Scorsese,"Johnny Depp, Jessica Chastain, Margot Robbie"
Blue Dream Reborn,2013,7.5,"Action, Horror, Thriller",Sam Mendes,"Chris Hemsworth, Natalie Portman, Johnny Depp"
Final Code of the Stars,2012,7.1,"Horror, Romance, Sci-Fi",Edgar Wright,"Florence Pugh, Johnny Depp, Brad Pitt"
Storm Pulse,2024,7.4,"Action, Comedy, Mystery",Christopher Nolan,"Ryan Gosling, Timothee Chalamet, Anne Hathaway"
Iron Frontier,1992,5.7,"Drama, Romance, Sci-Fi",Taika Waititi,"Jake Gyllenhaal, Ryan Gosling, Leonardo DiCaprio"
Frozen Garden at Dawn,1999,8.2,"Romance, Sci-Fi",Taika Waititi,"Tom Hanks, Keanu Reeves, Johnny Depp"
Sacred Frontier,2008,7.9,"Animation, Comedy, Romance",Greta Gerwig,"Jake Gyllenhaal, Amy Adams, Emma Stone"
Fallen Signal of Tomorrow,1991,6.6,"Comedy, Crime, Horror",James Cameron,"Florence Pugh, Brad Pitt, Leonardo DiCaprio"
Velvet Trial,1996,6.0,Adventure,Sofia Coppola,"Ryan Gosling, Scarlett Johansson, Oscar Isaac"
Forgotten Shadow,2006,8.0,"Action, Mystery",Peter Jackson,"Keanu Reeves, Tom Hanks, Samuel L. Jackson"
Dust Awakening,1988,9.2,"Adventure, Horror, Sci-Fi",Damien Chazelle,"Oscar Isaac, Matt Damon, Samuel L. Jackson"
Forgotten Journey,1995,8.1,Comedy,Guy Ritchie,"Morgan Freeman, Amy Adams, Johnny Depp"
Dust Phoenix,1991,8.7,"Drama, Sci-Fi",Sofia Coppola,"Sandra Bullock, Tom Hanks, Scarlett Johansson"
Red Frontier,1985,6.2,"Drama, Horror",Greta Gerwig,"Zendaya, Morgan Freeman, Emma Stone"
Electric Echo,2000,6.8,"Fantasy, Mystery",David Fincher,"Tom Hanks, Matt Damon, Ryan Gosling"
Electric Witness,2018,8.5,"Action, Horror",Ridley Scott,"Jessica Chastain, Leonardo DiCaprio, Jake Gyllenhaal"
Dark Storm of Shadows,1995,9.0,"Action, Fantasy, Thriller",Rian Johnson,"Viola Davis, Michael B. Jordan, Tom Hanks"
Last Memory,2011,6.5,"Crime, Mystery, Sci-Fi",Edgar Wright,"Amy Adams, Anne Hathaway, Viola Davis"
Iron Memory,1994,6.9,"Comedy, Horror, Sci-Fi",Chloe Zhao,"Oscar Isaac, Matt Damon, Michael B. Jordan"
Scarlet Voyage,2004,8.2,Action,Chloe Zhao,"Anne Hathaway, Jennifer Lawrence, Amy Adams"
Fallen Memory,2003,8.3,"Adventure, Mystery",Chloe Zhao,"Johnny Depp, Zendaya, Anne Hathaway"
Shadow Dream at Dawn,2022,8.2,"Comedy, Crime",Edgar Wright,"Ryan Gosling, Zendaya, Scarlett Johansson"
Wild Mirror,2007,6.3,Action,Guillermo del Toro,"Michael B. Jordan, Scarlett Johansson, Margot Robbie"
Silent Witness of Shadows,2022,8.1,"Crime, Drama",Greta Gerwig,"Gal Gadot, Matt Damon, Sandra Bullock"
Fallen Labyrinth,2000,8.4,Drama,Kathryn Bigelow,"Timothee Chalamet, Natalie Portman, Sandra Bullock"
Invisible River Zero,2011,7.1,Adventure,Steven Spielberg,"Ryan Gosling, Keanu Reeves, Tom Hanks"
Red Legacy Unbound,2022,9.1,"Crime, Horror, Romance",Jordan Peele,"Ryan Gosling, Margot Robbie, Jake Gyllenhaal"
Storm Frontier,1994,7.3,"Horror, Thriller",Ridley Scott,"Jake Gyllenhaal, Zendaya, Samuel L. Jackson"
Secret Witness,1995,6.3,"Adventure, Romance",Bong Joon-ho,"Scarlett Johansson, Christian Bale, Timothee Chalamet"
Glass Game Beyond,2004,6.9,"Action, Horror",Ridley Scott,"Tom Hanks, Matt Damon, Timothee Chalamet"
Shattered Odyssey of Fire,2016,5.2,Adventure,Chloe Zhao,"Christian Bale, Emma Stone, Samuel L. Jackson"
Radiant Orbit Rise,2006,7.0,"Animation, Horror, Romance",Guillermo del Toro,"Tom Hanks, Zendaya, Michael B. Jordan"
Red Island Beyond,1990,8.9,"Comedy, Fantasy, Thriller",Sofia Coppola,"Florence Pugh, Brad Pitt, Gal Gadot"
Iron Storm,1986,5.8,"Mystery, Sci-Fi",Quentin Tarantino,"Michael B. Jordan, Florence Pugh, Emma Stone"
Hollow Night,1988,7.3,"Horror, Mystery",Christopher Nolan,"Scarlett Johansson, Gal Gadot, Viola Davis"
Broken Machine,2000,7.2,"Adventure, Mystery, Romance",Sofia Coppola,"Jennifer Lawrence, Timothee Chalamet, Brad Pitt"
Broken City,2018,6.3,"Crime, Fantasy",Martin Scorsese,"Scarlett Johansson, Florence Pugh, Morgan Freeman"
Burning Mirror,1994,5.8,"Fantasy, Sci-Fi",Denis Villeneuve,"Brad Pitt, Oscar Isaac, Anne Hathaway"
Last Promise Reborn,2011,8.3,"Crime, Fantasy",Quentin Tarantino,"Brad Pitt, Natalie Portman, Chris Hemsworth"
Restless Hunter,2017,5.3,"Action, Adventure, Crime",Sofia Coppola,"Margot Robbie, Florence Pugh, Ryan Gosling"
Broken Frontier,1986,7.4,"Mystery, Romance",Rian Johnson,"Scarlett Johansson, Chris Hemsworth, Jessica Chastain"
Fallen Promise,2013,6.6,Sci-Fi,Kathryn Bigelow,"Natalie Portman, Matt Damon, Tom Hanks"
Shadow Hunter,2012,5.0,"Action, Horror, Thriller",Damien Chazelle,"Johnny Depp, Michael B. Jordan, Morgan Freeman"
Radiant Machine,2009,5.2,"Comedy, Sci-Fi",Sam Mendes,"Sandra Bullock, Zendaya, Johnny Depp"
Neon Orbit Unbound,1992,7.7,"Mystery, Thriller",Peter Jackson,"Keanu Reeves, Ryan Gosling, Natalie Portman"
Ancient City,2013,9.2,"Comedy, Sci-Fi",Sofia Coppola,"Anne Hathaway, Natalie Portman, Margot Robbie"
Lonely Dream,1993,5.8,Romance,Wes Anderson,"Leonardo DiCaprio, Keanu Reeves, Gal Gadot"
Forgotten Phoenix,2019,8.9,Sci-Fi,Jordan Peele,"Emma Stone, Florence Pugh, Leonardo DiCaprio"
Red Sky Unbound,2023,5.5,"Animation, Fantasy",Guillermo del Toro,"Matt Damon, Jake Gyllenhaal, Leonardo DiCaprio"
Wild Flame of Fire,1986,7.8,"Drama, Sci-Fi",James Cameron,"Emma Stone, Sandra Bullock, Oscar Isaac"
Eternal Shadow,2008,5.9,Crime,Wes Anderson,"Keanu Reeves, Jake Gyllenhaal, Oscar Isaac"
Frozen Voyage in Exile,2017,8.0,"Animation, Comedy, Mystery",Rian Johnson,"Amy Adams, Timothee Chalamet, Gal Gadot"
Royal Signal of Fire,1989,8.4,"Crime, Romance",David Fincher,"Keanu Reeves, Zendaya, Amy Adams"
Frozen Dream,2019,8.0,"Mystery, Sci-Fi",Taika Waititi,"Leonardo DiCaprio, Ryan Gosling, Michael B. Jordan"
Last Season Forever,1992,6.0,"Drama, Horror, Mystery",Guillermo del Toro,"Brad Pitt, Keanu Reeves, Amy Adams"
Iron Frontier,2005,7.5,Fantasy,James Cameron,"Anne Hathaway, Emma Stone, Keanu Reeves"
Broken Shadow,2012,5.3,Comedy,James Cameron,"Morgan Freeman, Anne Hathaway, Johnny Depp"
Crimson Dream,1986,8.7,"Comedy, Crime",Quentin Tarantino,"Benedict Cumberbatch, Chris Hemsworth, Anne Hathaway"
Lonely Memory,1989,9.0,"Adventure, Horror, Sci-Fi",Sam Mendes,"Scarlett Johansson, Emma Stone, Brad Pitt"
Sacred Season,1989,6.9,"Action, Horror",Steven Spielberg,"Johnny Depp, Oscar Isaac, Michael B. Jordan"
Crimson Code,2003,7.6,"Adventure, Fantasy, Romance",Guillermo del Toro,"Ryan Gosling, Chris Hemsworth, Samuel L. Jackson"
Hollow Empire,2014,5.1,"Adventure, Romance, Thriller",Sofia Coppola,"Michael B. Jordan, Gal Gadot, Matt Damon"
Glass City,1991,8.5,Action,Damien Chazelle,"Jake Gyllenhaal, Emma Stone, Timothee Chalamet"
Frozen Orbit Forever,2007,5.2,"Horror, Romance, Thriller",Denis Villeneuve,"Chris Hemsworth, Tom Hanks, Matt Damon"
Fallen Promise,2017,6.4,"Crime, Romance",Chloe Zhao,"Jessica Chastain, Tom Hanks, Benedict Cumberbatch"
Lonely Odyssey,2018,5.2,"Action, Comedy",Kathryn Bigelow,"Sandra Bullock, Florence Pugh, Samuel L. Jackson"
Scarlet Flame,2025,8.0,"Adventure, Drama",James Cameron,"Gal Gadot, Benedict Cumberbatch, Jake Gyllenhaal"
Invisible Awakening,2022,7.0,"Crime, Romance",Bong Joon-ho,"Anne Hathaway, Morgan Freeman, Scarlett Johansson"
Hidden Phoenix,2025,7.1,"Comedy, Thriller",Taika Waititi,"Oscar Isaac, Natalie Portman, Chris Hemsworth"
Lonely Labyrinth Zero,1985,5.6,"Action, Adventure",Guy Ritchie,"Leonardo DiCaprio, Florence Pugh, Scarlett Johansson"
Red Flame,2008,6.0,Action,James Cameron,"Natalie Portman, Johnny Depp, Morgan Freeman"
Velvet Signal Awakens,1996,8.7,"Action, Animation",Peter Jackson,"Viola Davis, Scarlett Johansson, Leonardo DiCaprio"
Fallen Labyrinth,1992,6.6,"Comedy, Crime",Taika Waititi,"Chris Hemsworth, Christian Bale, Matt Damon"
Shadow Memory,2024,8.5,"Adventure, Sci-Fi, Thriller",Ridley Scott,"Keanu Reeves, Viola Davis, Tom Hanks"
Frozen Night Beyond,2023,8.8,"Action, Comedy, Sci-Fi",Guillermo del Toro,"Oscar Isaac, Timothee Chalamet, Natalie Portman"
Silver Game,2025,8.2,"Animation, Mystery",Sam Mendes,"Keanu Reeves, Benedict Cumberbatch, Natalie Portman"
Radiant Cipher Unbound,2017,6.6,"Horror, Mystery",Taika Waititi,"Morgan Freeman, Anne Hathaway, Jake Gyllenhaal"
Radiant Phoenix,2022,7.0,"Action, Romance, Sci-Fi",James Cameron,"Chris Hemsworth, Keanu Reeves, Natalie Portman"
Midnight Voyage Rise,2009,5.4,"Crime, Drama",Chloe Zhao,"Emma Stone, Tom Hanks, Jessica Chastain"
Red Memory,2014,7.2,"Fantasy, Horror",Taika Waititi,"Ryan Gosling, Christian Bale, Matt Damon"
Iron Labyrinth Awakens,2001,7.3,Drama,Martin Scorsese,"Johnny Depp, Sandra Bullock, Zendaya"
Golden Machine,1991,6.5,Adventure,Guy Ritchie,"Brad Pitt, Florence Pugh, Natalie Portman"
Lonely Mirror of Shadows,2002,8.3,"Romance, Thriller",Ridley Scott,"Samuel L. Jackson, Jessica Chastain, Jake Gyllenhaal"
Velvet Empire,2003,7.1,"Fantasy, Thriller",Sam Mendes,"Jessica Chastain, Michael B. Jordan, Leonardo DiCaprio"
Dust Game,1999,8.5,"Comedy, Thriller",Wes Anderson,"Chris Hemsworth, Zendaya, Timothee Chalamet"
Invisible Witness Beyond,1997,5.1,"Comedy, Fantasy, Thriller",Taika Waititi,"Margot Robbie, Samuel L. Jackson, Florence Pugh"
Fallen Orbit,2004,6.0,Horror,Rian Johnson,"Sandra Bullock, Christian Bale, Anne Hathaway"
Blue Voyage,2019,9.1,"Drama, Romance",Christopher Nolan,"Timothee Chalamet, Matt Damon, Brad Pitt"
Rising City,2023,7.1,"Comedy, Fantasy, Thriller",Martin Scorsese,"Florence Pugh, Jennifer Lawrence, Natalie Portman"
Lonely Orbit,2025,5.1,"Adventure, Animation",Quentin Tarantino,"Gal Gadot, Florence Pugh, Morgan Freeman"
Wicked Phoenix Returns,2009,7.0,"Comedy, Thriller",Greta Gerwig,"Gal Gadot, Zendaya, Emma Stone"
Wild Memory Zero,2011,5.3,"Adventure, Animation, Thriller",Chloe Zhao,"Ryan Gosling, Benedict Cumberbatch, Amy Adams"
Secret Heart,2004,7.6,"Horror, Sci-Fi, Thriller",Denis Villeneuve,"Oscar Isaac, Timothee Chalamet, Johnny Depp"
Dust Witness,1994,7.5,"Adventure, Fantasy, Romance",David Fincher,"Zendaya, Anne Hathaway, Viola Davis"
Storm Witness,1987,6.5,Crime,Jordan Peele,"Keanu Reeves, Viola Davis, Margot Robbie"
Shattered Voyage,1996,9.0,"Animation, Comedy, Romance",Edgar Wright,"Ryan Gosling, Margot Robbie, Jennifer Lawrence"
Burning Orbit,2000,5.3,"Crime, Sci-Fi",Chloe Zhao,"Johnny Depp, Gal Gadot, Viola Davis"
Secret Phoenix at Dawn,1992,7.0,"Adventure, Thriller",Kathryn Bigelow,"Jessica Chastain, Anne Hathaway, Ryan Gosling"
Velvet Truth,2014,7.0,Adventure,Jordan Peele,"Jake Gyllenhaal, Gal Gadot, Amy Adams"
Lonely Voyage,2010,5.6,Action,Peter Jackson,"Scarlett Johansson, Jake Gyllenhaal, Viola Davis"
Invisible Phoenix,1990,8.7,"Horror, Thriller",Ridley Scott,"Benedict Cumberbatch, Sandra Bullock, Robert Downey Jr."
Shadow Dream,1996,8.0,"Adventure, Mystery",Edgar Wright,"Jennifer Lawrence, Morgan Freeman, Emma Stone"
Silent Machine Reborn,1998,5.2,Sci-Fi,Chloe Zhao,"Natalie Portman, Margot Robbie, Jake Gyllenhaal"
Glass River of Tomorrow,1988,9.1,Action,Guillermo del Toro,"Jennifer Lawrence, Jessica Chastain, Natalie Portman"
Wild Hunter,2011,7.9,Action,Sofia Coppola,"Sandra Bullock, Natalie Portman, Gal Gadot"
Eternal River,1995,6.4,"Action, Fantasy",Kathryn Bigelow,"Scarlett Johansson, Sandra Bullock, Anne Hathaway"
Frozen Cipher Unbound,2012,5.8,Comedy,James Cameron,"Scarlett Johansson, Christian Bale, Anne Hathaway"
Final Season of Tomorrow,1999,5.2,Sci-Fi,Peter Jackson,"Michael B. Jordan, Oscar Isaac, Christian Bale"
Secret Frontier of Tomorrow,1991,6.7,"Adventure, Crime",Damien Chazelle,"Anne Hathaway, Michael B. Jordan, Jake Gyllenhaal"
Fallen City Rise,2005,6.7,"Action, Adventure, Drama",Damien Chazelle,"Viola Davis, Timothee Chalamet, Margot Robbie"
Eternal Pulse,1985,6.0,"Action, Romance",Guillermo del Toro,"Keanu Reeves, Scarlett Johansson, Johnny Depp"
Blue Hunter,1988,5.9,"Drama, Horror",Greta Gerwig,"Natalie Portman, Tom Hanks, Jennifer Lawrence"
Hidden Hunter,2023,8.3,"Animation, Drama, Thriller",Peter Jackson,"Anne Hathaway, Michael B. Jordan, Matt Damon"
Glass Frontier,2003,7.4,Comedy,Edgar Wright,"Anne Hathaway, Chris Hemsworth, Natalie Portman"
Midnight Shadow,2009,7.2,"Animation, Horror",Jordan Peele,"Leonardo DiCaprio, Emma Stone, Samuel L. Jackson"
Frozen Code,1994,8.5,"Adventure, Animation",Denis Villeneuve,"Timothee Chalamet, Florence Pugh, Sandra Bullock"
Secret Hunter,2012,6.1,"Animation, Comedy, Crime",David Fincher,"Ryan Gosling, Morgan Freeman, Oscar Isaac"
Silver Orbit Awakens,2002,6.9,"Adventure, Drama, Fantasy",Patty Jenkins,"Morgan Freeman, Benedict Cumberbatch, Margot Robbie"
Hollow Chronicle,2015,9.0,Fantasy,Bong Joon-ho,"Samuel L. Jackson, Emma Stone, Jessica Chastain"
Shattered Awakening,2020,7.5,"Crime, Fantasy",Taika Waititi,"Johnny Depp, Margot Robbie, Jennifer Lawrence"
Radiant Legacy of Tomorrow,1997,8.2,"Action, Comedy",Christopher Nolan,"Samuel L. Jackson, Zendaya, Amy Adams"
Storm Voyage,2010,6.8,"Fantasy, Horror",Greta Gerwig,"Michael B. Jordan, Timothee Chalamet, Emma Stone"
Hidden Sky Reborn,1997,6.6,"Crime, Drama, Mystery",Ava DuVernay,"Benedict Cumberbatch, Michael B. Jordan, Jake Gyllenhaal"
Last Labyrinth,2000,5.1,"Action, Horror",Guy Ritchie,"Michael B. Jordan, Jake Gyllenhaal, Gal Gadot"
Rising Mirror,1994,5.1,"Comedy, Romance",Sam Mendes,"Gal Gadot, Sandra Bullock, Morgan Freeman"
Golden Labyrinth Rise,1990,7.2,"Animation, Fantasy",Bong Joon-ho,"Robert Downey Jr., Jake Gyllenhaal, Johnny Depp"
Neon Labyrinth,2011,6.5,Adventure,Jordan Peele,"Timothee Chalamet, Jessica Chastain, Matt Damon"
Rising Machine,2010,8.4,"Action, Animation",Wes Anderson,"Leonardo DiCaprio, Scarlett Johansson, Emma Stone"
Electric Memory of Fire,2012,7.1,"Animation, Drama",Denis Villeneuve,"Jake Gyllenhaal, Tom Hanks, Natalie Portman"
Dust Sky,1998,5.8,"Action, Comedy",Edgar Wright,"Morgan Freeman, Matt Damon, Jessica Chastain"
Electric Island,2024,5.5,Sci-Fi,Denis Villeneuve,"Emma Stone, Johnny Depp, Jennifer Lawrence"
Dark City of Tomorrow,2016,7.9,Action,Steven Spielberg,"Robert Downey Jr., Jessica Chastain, Leonardo DiCaprio"
Hidden River,2009,6.5,"Horror, Thriller",Guillermo del Toro,"Anne Hathaway, Oscar Isaac, Ryan Gosling"
Lonely Season,2008,5.4,"Action, Fantasy, Romance",Guy Ritchie,"Samuel L. Jackson, Anne Hathaway, Matt Damon"
Invisible Voyage,1993,9.2,Romance,Quentin Tarantino,"Samuel L. Jackson, Zendaya, Robert Downey Jr."
Midnight Echo,2015,7.8,"Action, Comedy, Sci-Fi",Jordan Peele,"Sandra Bullock, Anne Hathaway, Leonardo DiCaprio"
Hidden Season,1999,9.3,"Adventure, Fantasy, Romance",Guy Ritchie,"Ryan Gosling, Viola Davis, Benedict Cumberbatch"
Crimson Labyrinth of Fire,1994,8.7,Animation,Wes Anderson,"Matt Damon, Emma Stone, Johnny Depp"
Forgotten Witness Returns,2015,5.4,"Comedy, Thriller",Denis Villeneuve,"Jessica Chastain, Gal Gadot, Jake Gyllenhaal"
Blue Dream Beyond,2009,5.5,"Comedy, Crime",Rian Johnson,"Benedict Cumberbatch, Keanu Reeves, Gal Gadot"
Fallen Night,2016,7.5,Thriller,Sofia Coppola,"Samuel L. Jackson, Chris Hemsworth, Viola Davis"
Wicked Legacy,2009,5.5,"Mystery, Sci-Fi, Thriller",Bong Joon-ho,"Matt Damon, Chris Hemsworth, Robert Downey Jr."
Golden Sky in Exile,1997,9.2,Romance,Guy Ritchie,"Tom Hanks, Samuel L. Jackson, Anne Hathaway"
Royal Empire at Dawn,1997,7.3,"Drama, Fantasy, Sci-Fi",Rian Johnson,"Viola Davis, Matt Damon, Tom Hanks"
Wicked Destiny,2019,5.6,"Animation, Crime, Drama",David Fincher,"Benedict Cumberbatch, Gal Gadot, Margot Robbie"
Silver Game,1987,8.1,"Crime, Mystery",Ava DuVernay,"Scarlett Johansson, Robert Downey Jr., Samuel L. Jackson"
Radiant Truth,2009,8.7,Drama,Ridley Scott,"Sandra Bullock, Jake Gyllenhaal, Natalie Portman"
Eternal Code,1996,9.4,"Crime, Fantasy, Thriller",Rian Johnson,"Viola Davis, Samuel L. Jackson, Morgan Freeman"
Forgotten Voyage of Tomorrow,2007,5.9,"Adventure, Fantasy, Mystery",Edgar Wright,"Johnny Depp, Jake Gyllenhaal, Viola Davis"
Forgotten Voyage of Shadows,2022,7.5,Thriller,Greta Gerwig,"Margot Robbie, Michael B. Jordan, Morgan Freeman"
Red Garden Awakens,1998,7.5,"Sci-Fi, Thriller",Christopher Nolan,"Christian Bale, Amy Adams, Samuel L. Jackson"
Rising Labyrinth,2012,5.5,"Action, Adventure",Guy Ritchie,"Benedict Cumberbatch, Morgan Freeman, Brad Pitt"
Dust City,1994,8.0,"Action, Adventure, Comedy",David Fincher,"Jennifer Lawrence, Benedict Cumberbatch, Johnny Depp"
Burning Labyrinth,1990,5.1,"Crime, Fantasy, Sci-Fi",Jordan Peele,"Michael B. Jordan, Margot Robbie, Christian Bale"
Lost Storm of the Stars,2017,8.1,"Action, Romance",Sam Mendes,"Timothee Chalamet, Benedict Cumberbatch, Robert Downey Jr."
Crimson Destiny of the Stars,2012,9.0,"Animation, Romance",Quentin Tarantino,"Anne Hathaway, Emma Stone, Jake Gyllenhaal"
Neon Signal,2010,7.9,"Adventure, Mystery, Romance",Chloe Zhao,"Jake Gyllenhaal, Sandra Bullock, Matt Damon"
